"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","numBlurs","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"html-keyboard-response","155","245825","0.0-5.0-1.50","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","156","248124","0.0-5.0-2.50","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","2295","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$3<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$17<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$3","$17","0","3","17","RISKY"
"html-keyboard-response","157","248378","0.0-5.0-3.50","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$3<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$17<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$3","$17","0","3","17",""
"html-keyboard-response","158","248882","0.0-5.0-1.51","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","159","250800","0.0-5.0-2.51","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","1915","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$58<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$58","$69","1","58","69","SURE"
"html-keyboard-response","160","251055","0.0-5.0-3.51","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$58<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$58","$69","1","58","69",""
"html-keyboard-response","161","251558","0.0-5.0-1.52","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","162","254243","0.0-5.0-2.52","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","2682","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$10<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$7<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$7","$10","1","7","10","SURE"
"html-keyboard-response","163","254498","0.0-5.0-3.52","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$10<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$7<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$7","$10","1","7","10",""
"html-keyboard-response","164","255002","0.0-5.0-1.53","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","165","256989","0.0-5.0-2.53","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","1985","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$8<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$45<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$8","$45","0","8","45","RISKY"
"html-keyboard-response","166","257243","0.0-5.0-3.53","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$8<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$45<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$8","$45","0","8","45",""
"html-keyboard-response","167","257747","0.0-5.0-1.54","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","168","259644","0.0-5.0-2.54","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","1894","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$16<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$38<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$16","$38","0","16","38","RISKY"
"html-keyboard-response","169","259899","0.0-5.0-3.54","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$16<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$38<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$16","$38","0","16","38",""
"html-keyboard-response","170","260402","0.0-5.0-1.55","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","171","261827","0.0-5.0-2.55","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","1421","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$95<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$40<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$40","$95","1","40","95","RISKY"
"html-keyboard-response","172","262082","0.0-5.0-3.55","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$95<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$40<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$40","$95","1","40","95",""
"html-keyboard-response","173","262586","0.0-5.0-1.56","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","174","265337","0.0-5.0-2.56","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","2748","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$18<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$36<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$18","$36","0","18","36","SURE"
"html-keyboard-response","175","265591","0.0-5.0-3.56","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$18<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$36<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$18","$36","0","18","36",""
"html-keyboard-response","176","266095","0.0-5.0-1.57","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","177","267407","0.0-5.0-2.57","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","1309","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$20","$80","1","20","80","RISKY"
"html-keyboard-response","178","267661","0.0-5.0-3.57","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$20","$80","1","20","80",""
"html-keyboard-response","179","268165","0.0-5.0-1.58","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","180","270400","0.0-5.0-2.58","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","2232","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$26<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$92<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$26","$92","0","26","92","RISKY"
"html-keyboard-response","181","270655","0.0-5.0-3.58","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$26<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$92<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$26","$92","0","26","92",""
"html-keyboard-response","182","271158","0.0-5.0-1.59","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","183","272335","0.0-5.0-2.59","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","1174","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$7<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$71<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$7","$71","0","7","71","RISKY"
"html-keyboard-response","184","272589","0.0-5.0-3.59","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$7<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$71<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$7","$71","0","7","71",""
"fullscreen","185","273593","0.0-6.0","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","","","","","","","true","","","","","","","",""
"html-keyboard-response","186","274099","0.0-7.0","","","","","","null","","","","","","","","null","","","","","",""
