"event","trial","time","trialtype","subject_id","task","startTime","totalTime","numBlurs","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","108","189532","0.0-5.0-1.34","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","109","194202","0.0-5.0-2.34","","4668","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$15<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$15","$34","1","15","34","SURE"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","110","194462","0.0-5.0-3.34","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$15<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$15","$34","1","15","34",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","111","194976","0.0-5.0-1.35","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","112","204019","0.0-5.0-2.35","","9041","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$78<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$31","$78","0","31","78","RISKY"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","113","204271","0.0-5.0-3.35","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$78<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$31","$78","0","31","78",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","114","204788","0.0-5.0-1.36","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","115","207665","0.0-5.0-2.36","","2877","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$17<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$43<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$17","$43","0","17","43","SURE"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","116","207916","0.0-5.0-3.36","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$17<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$43<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$17","$43","0","17","43",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","117","208425","0.0-5.0-1.37","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","118","209275","0.0-5.0-2.37","","849","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$66<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$33","$66","0","33","66","SURE"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","119","209529","0.0-5.0-3.37","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$33<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$66<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$33","$66","0","33","66",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","120","210042","0.0-5.0-1.38","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","121","212563","0.0-5.0-2.38","","2520","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$16<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$5<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$5","$16","1","5","16","RISKY"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","122","212821","0.0-5.0-3.38","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$16<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$5<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$5","$16","1","5","16",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","123","213335","0.0-5.0-1.39","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","124","215930","0.0-5.0-2.39","","2594","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$63<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$100<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$63","$100","0","63","10","RISKY"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","125","216190","0.0-5.0-3.39","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$63<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$100<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$63","$100","0","63","10",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","126","216693","0.0-5.0-1.40","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","127","219578","0.0-5.0-2.40","","2883","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$24<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$13<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$13","$24","1","13","24","SURE"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","128","219837","0.0-5.0-3.40","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$24<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$13<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$13","$24","1","13","24",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","129","220351","0.0-5.0-1.41","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","130","221954","0.0-5.0-2.41","","1601","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$42<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$22","$42","0","22","42","SURE"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","131","222206","0.0-5.0-3.41","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$22<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$42<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$22","$42","0","22","42",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","132","222718","0.0-5.0-1.42","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","133","224454","0.0-5.0-2.42","","1734","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$46<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$65<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$46","$65","0","46","65","SURE"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","134","224714","0.0-5.0-3.42","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$46<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$65<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$46","$65","0","46","65",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","135","225227","0.0-5.0-1.43","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","136","227102","0.0-5.0-2.43","","1873","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$18<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$9<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$9","$18","1","9","18","SURE"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","137","227363","0.0-5.0-3.43","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$18<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$9<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$9","$18","1","9","18",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","138","227876","0.0-5.0-1.44","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","139","230954","0.0-5.0-2.44","","3077","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$68<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$30","$68","1","30","68","SURE"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","140","231211","0.0-5.0-3.44","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$68<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$30<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$30","$68","1","30","68",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","141","231712","0.0-5.0-1.45","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","142","233608","0.0-5.0-2.45","","1895","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$48<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$34","$48","0","34","48","SURE"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","143","233868","0.0-5.0-3.45","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$34<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$48<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$34","$48","0","34","48",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","144","234383","0.0-5.0-1.46","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","145","237841","0.0-5.0-2.46","","3457","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$53<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$98<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$53","$98","0","53","98","SURE"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","146","238100","0.0-5.0-3.46","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$53<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$98<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$53","$98","0","53","98",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","147","238602","0.0-5.0-1.47","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","148","240746","0.0-5.0-2.47","","2144","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$59<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$22<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$22","$59","1","22","59","SURE"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","149","241002","0.0-5.0-3.47","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$59<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$22<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$22","$59","1","22","59",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","150","241514","0.0-5.0-1.48","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","151","254466","0.0-5.0-2.48","","12950","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$89<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$28","$89","0","28","89","SURE"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","152","254722","0.0-5.0-3.48","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$28<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$89<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$28","$89","0","28","89",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","153","255234","0.0-5.0-1.49","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","154","267218","0.0-5.0-2.49","","11983","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$80<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$20","$80","0","20","80","RISKY"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","155","267471","0.0-5.0-3.49","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$20","$80","0","20","80",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","156","267985","0.0-5.0-1.50","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","157","276857","0.0-5.0-2.50","","8870","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$39<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$81<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$39","$81","0","39","81","RISKY"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","158","277114","0.0-5.0-3.50","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$39<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$81<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$39","$81","0","39","81",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","159","277616","0.0-5.0-1.51","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","160","286347","0.0-5.0-2.51","","8730","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$44<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$37<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$37","$44","1","37","44","SURE"
