"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"html-keyboard-response","112","187054","0.0-5.0-1.36","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","113","187993","0.0-5.0-2.36","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","939","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$41<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$13<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$13","$41","1","13","41","RISKY"
"html-keyboard-response","114","188245","0.0-5.0-3.36","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$41<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$13<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$13","$41","1","13","41",""
"html-keyboard-response","115","188750","0.0-5.0-1.37","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","116","190640","0.0-5.0-2.37","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","1890","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$9<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$18<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$9","$18","0","9","18","RISKY"
"html-keyboard-response","117","190894","0.0-5.0-3.37","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$9<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$18<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$9","$18","0","9","18",""
"html-keyboard-response","118","191398","0.0-5.0-1.38","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","119","192397","0.0-5.0-2.38","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","999","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$40<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$95<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$40","$95","0","40","95","RISKY"
"html-keyboard-response","120","192655","0.0-5.0-3.38","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$40<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$95<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$40","$95","0","40","95",""
"html-keyboard-response","121","193159","0.0-5.0-1.39","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","122","193889","0.0-5.0-2.39","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","730","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$26<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$92<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$26","$92","0","26","92","RISKY"
"html-keyboard-response","123","194141","0.0-5.0-3.39","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$26<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$92<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$26","$92","0","26","92",""
"html-keyboard-response","124","194645","0.0-5.0-1.40","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","125","195580","0.0-5.0-2.40","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","934","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$3<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$12<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$3","$12","0","3","12","RISKY"
"html-keyboard-response","126","195837","0.0-5.0-3.40","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$3<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$12<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$3","$12","0","3","12",""
"html-keyboard-response","127","196342","0.0-5.0-1.41","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","128","197159","0.0-5.0-2.41","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","817","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$19<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$51<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$19","$51","0","19","51","RISKY"
"html-keyboard-response","129","197413","0.0-5.0-3.41","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$19<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$51<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$19","$51","0","19","51",""
"html-keyboard-response","130","197917","0.0-5.0-1.42","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","131","198580","0.0-5.0-2.42","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","662","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$80<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$20","$80","0","20","80","RISKY"
"html-keyboard-response","132","198838","0.0-5.0-3.42","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$20","$80","0","20","80",""
"html-keyboard-response","133","199342","0.0-5.0-1.43","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","134","200629","0.0-5.0-2.43","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","1287","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$26<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$11<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$11","$26","1","11","26","RISKY"
"html-keyboard-response","135","200886","0.0-5.0-3.43","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$26<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$11<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$11","$26","1","11","26",""
"html-keyboard-response","136","201390","0.0-5.0-1.44","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","137","202197","0.0-5.0-2.44","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","807","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$62<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$11<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$11","$62","1","11","62","RISKY"
"html-keyboard-response","138","202454","0.0-5.0-3.44","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$62<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$11<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$11","$62","1","11","62",""
"html-keyboard-response","139","202957","0.0-5.0-1.45","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","140","203849","0.0-5.0-2.45","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","890","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$24<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$70<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$24","$70","0","24","70","RISKY"
"html-keyboard-response","141","204101","0.0-5.0-3.45","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$24<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$70<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$24","$70","0","24","70",""
"html-keyboard-response","142","204605","0.0-5.0-1.46","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","143","206013","0.0-5.0-2.46","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","1407","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$21<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$25<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$21","$25","0","21","25","SURE"
"html-keyboard-response","144","206270","0.0-5.0-3.46","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$21<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$25<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$21","$25","0","21","25",""
"html-keyboard-response","145","206774","0.0-5.0-1.47","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","146","208800","0.0-5.0-2.47","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","2026","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$42<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$73<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$42","$73","0","42","73","SURE"
"html-keyboard-response","147","209054","0.0-5.0-3.47","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$42<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$73<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$42","$73","0","42","73",""
"html-keyboard-response","148","209558","0.0-5.0-1.48","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","149","210828","0.0-5.0-2.48","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","1270","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$45<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$86<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$45","$86","0","45","86","RISKY"
"html-keyboard-response","150","211086","0.0-5.0-3.48","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$45<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$86<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$45","$86","0","45","86",""
"html-keyboard-response","151","211589","0.0-5.0-1.49","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","152","214076","0.0-5.0-2.49","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","2487","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$18<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$36<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$18","$36","0","18","36","RISKY"
"html-keyboard-response","153","214334","0.0-5.0-3.49","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$18<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$36<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$18","$36","0","18","36",""
"html-keyboard-response","154","214837","0.0-5.0-1.50","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","155","218621","0.0-5.0-2.50","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","3783","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$21<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$2","$21","0","2","21","RISKY"
"html-keyboard-response","156","218878","0.0-5.0-3.50","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$21<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$2","$21","0","2","21",""
"html-keyboard-response","157","219383","0.0-5.0-1.51","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","158","220901","0.0-5.0-2.51","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","1518","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$37<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$20","$37","0","20","37","RISKY"
"html-keyboard-response","159","221158","0.0-5.0-3.51","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$37<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$20","$37","0","20","37",""
"html-keyboard-response","160","221662","0.0-5.0-1.52","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","161","222758","0.0-5.0-2.52","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","1096","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$12<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$12","$27","1","12","27","RISKY"
"html-keyboard-response","162","223014","0.0-5.0-3.52","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$27<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$12<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$12","$27","1","12","27",""
"html-keyboard-response","163","223517","0.0-5.0-1.53","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","164","224549","0.0-5.0-2.53","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","1031","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$15<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$15","$34","1","15","34","RISKY"
"html-keyboard-response","165","224805","0.0-5.0-3.53","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$34<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$15<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$15","$34","1","15","34",""
"html-keyboard-response","166","225310","0.0-5.0-1.54","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","167","226073","0.0-5.0-2.54","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","763","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$32<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$9<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$9","$32","1","9","32","RISKY"
