"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses","numBlurs"
"","","","","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","animation","243","243221","0.0-5.0-2.119","","","","","","106","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":103},{""stimulus"":""img/red_lw/3.jpg"",""time"":154},{""stimulus"":""img/red_lw/4.jpg"",""time"":205},{""stimulus"":""img/red_lw/5.jpg"",""time"":256},{""stimulus"":""img/red_lw/6.jpg"",""time"":306},{""stimulus"":""img/red_lw/7.jpg"",""time"":358},{""stimulus"":""img/red_lw/8.jpg"",""time"":408},{""stimulus"":""img/red_lw/9.jpg"",""time"":459},{""stimulus"":""img/red_lw/10.jpg"",""time"":510},{""stimulus"":""img/red_lw/11.jpg"",""time"":561}]","[]",""
"","","","choice","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","image-keyboard-response","244","243429","0.0-5.0-1.120","","207","","img/red_lw/choose11.jpg","2","105","red","0.5","0.1","0.5","l","","",""
"","","","","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","animation","245","244041","0.0-5.0-2.120","","","","","","105","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":103},{""stimulus"":""img/red_ll/3.jpg"",""time"":154},{""stimulus"":""img/red_ll/4.jpg"",""time"":205},{""stimulus"":""img/red_ll/5.jpg"",""time"":256},{""stimulus"":""img/red_ll/6.jpg"",""time"":306},{""stimulus"":""img/red_ll/7.jpg"",""time"":357},{""stimulus"":""img/red_ll/8.jpg"",""time"":409},{""stimulus"":""img/red_ll/9.jpg"",""time"":460},{""stimulus"":""img/red_ll/10.jpg"",""time"":511},{""stimulus"":""img/red_ll/11.jpg"",""time"":562}]","[]",""
"","","","choice","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","image-keyboard-response","246","244280","0.0-5.0-1.121","","238","","img/red_ll/choose11.jpg","2","104","red","0.5","0.1","0.5","w","","",""
"","","","","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","animation","247","244892","0.0-5.0-2.121","","","","","","104","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":103},{""stimulus"":""img/red_lw/3.jpg"",""time"":154},{""stimulus"":""img/red_lw/4.jpg"",""time"":205},{""stimulus"":""img/red_lw/5.jpg"",""time"":256},{""stimulus"":""img/red_lw/6.jpg"",""time"":307},{""stimulus"":""img/red_lw/7.jpg"",""time"":358},{""stimulus"":""img/red_lw/8.jpg"",""time"":409},{""stimulus"":""img/red_lw/9.jpg"",""time"":460},{""stimulus"":""img/red_lw/10.jpg"",""time"":511},{""stimulus"":""img/red_lw/11.jpg"",""time"":561}]","[]",""
"","","","choice","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","image-keyboard-response","248","245093","0.0-5.0-1.122","","200","","img/red_lw/choose11.jpg","2","103","red","0.5","0.1","0.5","w","","",""
"","","","","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","animation","249","245704","0.0-5.0-2.122","","","","","","103","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":103},{""stimulus"":""img/red_lw/3.jpg"",""time"":153},{""stimulus"":""img/red_lw/4.jpg"",""time"":204},{""stimulus"":""img/red_lw/5.jpg"",""time"":255},{""stimulus"":""img/red_lw/6.jpg"",""time"":306},{""stimulus"":""img/red_lw/7.jpg"",""time"":356},{""stimulus"":""img/red_lw/8.jpg"",""time"":407},{""stimulus"":""img/red_lw/9.jpg"",""time"":458},{""stimulus"":""img/red_lw/10.jpg"",""time"":509},{""stimulus"":""img/red_lw/11.jpg"",""time"":560}]","[]",""
"","","","choice","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","image-keyboard-response","250","245908","0.0-5.0-1.123","","203","","img/red_lw/choose11.jpg","2","102","red","0.5","0.1","0.5","l","","",""
"","","","","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","animation","251","246521","0.0-5.0-2.123","","","","","","102","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":102},{""stimulus"":""img/red_ll/3.jpg"",""time"":153},{""stimulus"":""img/red_ll/4.jpg"",""time"":204},{""stimulus"":""img/red_ll/5.jpg"",""time"":255},{""stimulus"":""img/red_ll/6.jpg"",""time"":306},{""stimulus"":""img/red_ll/7.jpg"",""time"":357},{""stimulus"":""img/red_ll/8.jpg"",""time"":408},{""stimulus"":""img/red_ll/9.jpg"",""time"":459},{""stimulus"":""img/red_ll/10.jpg"",""time"":510},{""stimulus"":""img/red_ll/11.jpg"",""time"":561}]","[]",""
"","","","choice","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","image-keyboard-response","252","246799","0.0-5.0-1.124","","278","","img/red_ll/choose11.jpg","2","101","red","0.5","0.1","0.5","w","","",""
"","","","","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","animation","253","247411","0.0-5.0-2.124","","","","","","101","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":51},{""stimulus"":""img/red_lw/2.jpg"",""time"":102},{""stimulus"":""img/red_lw/3.jpg"",""time"":152},{""stimulus"":""img/red_lw/4.jpg"",""time"":203},{""stimulus"":""img/red_lw/5.jpg"",""time"":254},{""stimulus"":""img/red_lw/6.jpg"",""time"":305},{""stimulus"":""img/red_lw/7.jpg"",""time"":356},{""stimulus"":""img/red_lw/8.jpg"",""time"":407},{""stimulus"":""img/red_lw/9.jpg"",""time"":458},{""stimulus"":""img/red_lw/10.jpg"",""time"":509},{""stimulus"":""img/red_lw/11.jpg"",""time"":560}]","[]",""
"","","","choice","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","image-keyboard-response","254","247661","0.0-5.0-1.125","","249","","img/red_lw/choose11.jpg","1","100","green","0.5","0.1","0.1","l","","",""
"","","","","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","animation","255","248273","0.0-5.0-2.125","","","","","","100","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":52},{""stimulus"":""img/green_lw/2.jpg"",""time"":103},{""stimulus"":""img/green_lw/3.jpg"",""time"":154},{""stimulus"":""img/green_lw/4.jpg"",""time"":205},{""stimulus"":""img/green_lw/5.jpg"",""time"":256},{""stimulus"":""img/green_lw/6.jpg"",""time"":307},{""stimulus"":""img/green_lw/7.jpg"",""time"":358},{""stimulus"":""img/green_lw/8.jpg"",""time"":409},{""stimulus"":""img/green_lw/9.jpg"",""time"":461},{""stimulus"":""img/green_lw/10.jpg"",""time"":512},{""stimulus"":""img/green_lw/11.jpg"",""time"":562}]","[]",""
"","","","choice","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","image-keyboard-response","256","248473","0.0-5.0-1.126","","199","","img/green_lw/choose11.jpg","1","99","green","0.5","0.1","0.1","l","","",""
"","","","","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","animation","257","249084","0.0-5.0-2.126","","","","","","99","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":50},{""stimulus"":""img/green_lw/2.jpg"",""time"":100},{""stimulus"":""img/green_lw/3.jpg"",""time"":151},{""stimulus"":""img/green_lw/4.jpg"",""time"":203},{""stimulus"":""img/green_lw/5.jpg"",""time"":254},{""stimulus"":""img/green_lw/6.jpg"",""time"":305},{""stimulus"":""img/green_lw/7.jpg"",""time"":356},{""stimulus"":""img/green_lw/8.jpg"",""time"":407},{""stimulus"":""img/green_lw/9.jpg"",""time"":458},{""stimulus"":""img/green_lw/10.jpg"",""time"":508},{""stimulus"":""img/green_lw/11.jpg"",""time"":559}]","[]",""
"","","","choice","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","image-keyboard-response","258","249278","0.0-5.0-1.127","","193","","img/green_lw/choose11.jpg","1","98","green","0.5","0.1","0.1","l","","",""
"","","","","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","animation","259","249890","0.0-5.0-2.127","","","","","","98","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":51},{""stimulus"":""img/green_lw/2.jpg"",""time"":102},{""stimulus"":""img/green_lw/3.jpg"",""time"":153},{""stimulus"":""img/green_lw/4.jpg"",""time"":204},{""stimulus"":""img/green_lw/5.jpg"",""time"":255},{""stimulus"":""img/green_lw/6.jpg"",""time"":306},{""stimulus"":""img/green_lw/7.jpg"",""time"":357},{""stimulus"":""img/green_lw/8.jpg"",""time"":408},{""stimulus"":""img/green_lw/9.jpg"",""time"":460},{""stimulus"":""img/green_lw/10.jpg"",""time"":511},{""stimulus"":""img/green_lw/11.jpg"",""time"":561}]","[]",""
"","","","choice","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","image-keyboard-response","260","250111","0.0-5.0-1.128","","220","","img/green_lw/choose11.jpg","1","97","green","0.5","0.1","0.1","l","","",""
"","","","","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","animation","261","250724","0.0-5.0-2.128","","","","","","97","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":51},{""stimulus"":""img/green_lw/2.jpg"",""time"":102},{""stimulus"":""img/green_lw/3.jpg"",""time"":153},{""stimulus"":""img/green_lw/4.jpg"",""time"":204},{""stimulus"":""img/green_lw/5.jpg"",""time"":255},{""stimulus"":""img/green_lw/6.jpg"",""time"":306},{""stimulus"":""img/green_lw/7.jpg"",""time"":358},{""stimulus"":""img/green_lw/8.jpg"",""time"":409},{""stimulus"":""img/green_lw/9.jpg"",""time"":460},{""stimulus"":""img/green_lw/10.jpg"",""time"":511},{""stimulus"":""img/green_lw/11.jpg"",""time"":562}]","[]",""
"","","","choice","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","image-keyboard-response","262","256113","0.0-5.0-1.129","","5388","","img/green_lw/choose11.jpg","1","96","green","0.5","0.1","0.1","w","","",""
"","","","","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","animation","263","256724","0.0-5.0-2.129","","","","","","96","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":51},{""stimulus"":""img/green_ww/2.jpg"",""time"":101},{""stimulus"":""img/green_ww/3.jpg"",""time"":152},{""stimulus"":""img/green_ww/4.jpg"",""time"":203},{""stimulus"":""img/green_ww/5.jpg"",""time"":254},{""stimulus"":""img/green_ww/6.jpg"",""time"":306},{""stimulus"":""img/green_ww/7.jpg"",""time"":357},{""stimulus"":""img/green_ww/8.jpg"",""time"":407},{""stimulus"":""img/green_ww/9.jpg"",""time"":458},{""stimulus"":""img/green_ww/10.jpg"",""time"":509},{""stimulus"":""img/green_ww/11.jpg"",""time"":560}]","[]",""
"","","","choice","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","image-keyboard-response","264","256917","0.0-5.0-1.130","","193","","img/green_ww/choose11.jpg","1","95","green","0.5","0.1","0.1","l","","",""
"","","","","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","animation","265","257527","0.0-5.0-2.130","","","","","","95","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":51},{""stimulus"":""img/green_lw/2.jpg"",""time"":102},{""stimulus"":""img/green_lw/3.jpg"",""time"":153},{""stimulus"":""img/green_lw/4.jpg"",""time"":203},{""stimulus"":""img/green_lw/5.jpg"",""time"":253},{""stimulus"":""img/green_lw/6.jpg"",""time"":304},{""stimulus"":""img/green_lw/7.jpg"",""time"":355},{""stimulus"":""img/green_lw/8.jpg"",""time"":406},{""stimulus"":""img/green_lw/9.jpg"",""time"":457},{""stimulus"":""img/green_lw/10.jpg"",""time"":508},{""stimulus"":""img/green_lw/11.jpg"",""time"":559}]","[]",""
"","","","choice","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","image-keyboard-response","266","257888","0.0-5.0-1.131","","361","","img/green_lw/choose11.jpg","1","94","green","0.5","0.1","0.1","l","","",""
"","","","","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","animation","267","258499","0.0-5.0-2.131","","","","","","94","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":51},{""stimulus"":""img/green_lw/2.jpg"",""time"":102},{""stimulus"":""img/green_lw/3.jpg"",""time"":153},{""stimulus"":""img/green_lw/4.jpg"",""time"":204},{""stimulus"":""img/green_lw/5.jpg"",""time"":254},{""stimulus"":""img/green_lw/6.jpg"",""time"":306},{""stimulus"":""img/green_lw/7.jpg"",""time"":357},{""stimulus"":""img/green_lw/8.jpg"",""time"":408},{""stimulus"":""img/green_lw/9.jpg"",""time"":459},{""stimulus"":""img/green_lw/10.jpg"",""time"":509},{""stimulus"":""img/green_lw/11.jpg"",""time"":560}]","[]",""
"","","","choice","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","image-keyboard-response","268","258940","0.0-5.0-1.132","","440","","img/green_lw/choose11.jpg","1","93","green","0.5","0.1","0.1","l","","",""
"","","","","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","animation","269","259553","0.0-5.0-2.132","","","","","","93","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":51},{""stimulus"":""img/green_lw/2.jpg"",""time"":102},{""stimulus"":""img/green_lw/3.jpg"",""time"":153},{""stimulus"":""img/green_lw/4.jpg"",""time"":204},{""stimulus"":""img/green_lw/5.jpg"",""time"":255},{""stimulus"":""img/green_lw/6.jpg"",""time"":307},{""stimulus"":""img/green_lw/7.jpg"",""time"":358},{""stimulus"":""img/green_lw/8.jpg"",""time"":409},{""stimulus"":""img/green_lw/9.jpg"",""time"":460},{""stimulus"":""img/green_lw/10.jpg"",""time"":511},{""stimulus"":""img/green_lw/11.jpg"",""time"":562}]","[]",""
"","","","choice","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","image-keyboard-response","270","260488","0.0-5.0-1.133","","934","","img/green_lw/choose11.jpg","2","92","red","0.5","0.1","0.5","l","","",""
"","","","","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","animation","271","261097","0.0-5.0-2.133","","","","","","92","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":102},{""stimulus"":""img/red_ll/3.jpg"",""time"":152},{""stimulus"":""img/red_ll/4.jpg"",""time"":202},{""stimulus"":""img/red_ll/5.jpg"",""time"":252},{""stimulus"":""img/red_ll/6.jpg"",""time"":304},{""stimulus"":""img/red_ll/7.jpg"",""time"":355},{""stimulus"":""img/red_ll/8.jpg"",""time"":406},{""stimulus"":""img/red_ll/9.jpg"",""time"":457},{""stimulus"":""img/red_ll/10.jpg"",""time"":508},{""stimulus"":""img/red_ll/11.jpg"",""time"":558}]","[]",""
"","","","choice","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","image-keyboard-response","272","261300","0.0-5.0-1.134","","202","","img/red_ll/choose11.jpg","2","91","red","0.5","0.1","0.5","l","","",""
"","","","","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","animation","273","261909","0.0-5.0-2.134","","","","","","91","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":102},{""stimulus"":""img/red_ll/3.jpg"",""time"":153},{""stimulus"":""img/red_ll/4.jpg"",""time"":204},{""stimulus"":""img/red_ll/5.jpg"",""time"":254},{""stimulus"":""img/red_ll/6.jpg"",""time"":305},{""stimulus"":""img/red_ll/7.jpg"",""time"":356},{""stimulus"":""img/red_ll/8.jpg"",""time"":406},{""stimulus"":""img/red_ll/9.jpg"",""time"":457},{""stimulus"":""img/red_ll/10.jpg"",""time"":507},{""stimulus"":""img/red_ll/11.jpg"",""time"":558}]","[]",""
"","","","choice","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","image-keyboard-response","274","262186","0.0-5.0-1.135","","276","","img/red_ll/choose11.jpg","2","90","red","0.5","0.1","0.5","w","","",""
"","","","","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","animation","275","262795","0.0-5.0-2.135","","","","","","90","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":51},{""stimulus"":""img/red_lw/2.jpg"",""time"":102},{""stimulus"":""img/red_lw/3.jpg"",""time"":153},{""stimulus"":""img/red_lw/4.jpg"",""time"":203},{""stimulus"":""img/red_lw/5.jpg"",""time"":253},{""stimulus"":""img/red_lw/6.jpg"",""time"":305},{""stimulus"":""img/red_lw/7.jpg"",""time"":355},{""stimulus"":""img/red_lw/8.jpg"",""time"":406},{""stimulus"":""img/red_lw/9.jpg"",""time"":457},{""stimulus"":""img/red_lw/10.jpg"",""time"":508},{""stimulus"":""img/red_lw/11.jpg"",""time"":558}]","[]",""
"","","","choice","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","image-keyboard-response","276","263080","0.0-5.0-1.136","","284","","img/red_lw/choose11.jpg","2","89","red","0.5","0.1","0.5","w","","",""
"","","","","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","animation","277","263690","0.0-5.0-2.136","","","","","","89","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":51},{""stimulus"":""img/red_lw/2.jpg"",""time"":102},{""stimulus"":""img/red_lw/3.jpg"",""time"":152},{""stimulus"":""img/red_lw/4.jpg"",""time"":203},{""stimulus"":""img/red_lw/5.jpg"",""time"":254},{""stimulus"":""img/red_lw/6.jpg"",""time"":305},{""stimulus"":""img/red_lw/7.jpg"",""time"":356},{""stimulus"":""img/red_lw/8.jpg"",""time"":407},{""stimulus"":""img/red_lw/9.jpg"",""time"":458},{""stimulus"":""img/red_lw/10.jpg"",""time"":508},{""stimulus"":""img/red_lw/11.jpg"",""time"":559}]","[]",""
"","","","choice","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","image-keyboard-response","278","264027","0.0-5.0-1.137","","336","","img/red_lw/choose11.jpg","2","88","red","0.5","0.1","0.5","l","","",""
"","","","","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","animation","279","264641","0.0-5.0-2.137","","","","","","88","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":102},{""stimulus"":""img/red_ll/3.jpg"",""time"":153},{""stimulus"":""img/red_ll/4.jpg"",""time"":204},{""stimulus"":""img/red_ll/5.jpg"",""time"":256},{""stimulus"":""img/red_ll/6.jpg"",""time"":307},{""stimulus"":""img/red_ll/7.jpg"",""time"":358},{""stimulus"":""img/red_ll/8.jpg"",""time"":409},{""stimulus"":""img/red_ll/9.jpg"",""time"":460},{""stimulus"":""img/red_ll/10.jpg"",""time"":511},{""stimulus"":""img/red_ll/11.jpg"",""time"":562}]","[]",""
"","","","choice","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","image-keyboard-response","280","265015","0.0-5.0-1.138","","373","","img/red_ll/choose11.jpg","2","87","red","0.5","0.1","0.5","l","","",""
"","","","","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","animation","281","265628","0.0-5.0-2.138","","","","","","87","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":102},{""stimulus"":""img/red_ll/3.jpg"",""time"":153},{""stimulus"":""img/red_ll/4.jpg"",""time"":203},{""stimulus"":""img/red_ll/5.jpg"",""time"":255},{""stimulus"":""img/red_ll/6.jpg"",""time"":306},{""stimulus"":""img/red_ll/7.jpg"",""time"":357},{""stimulus"":""img/red_ll/8.jpg"",""time"":407},{""stimulus"":""img/red_ll/9.jpg"",""time"":458},{""stimulus"":""img/red_ll/10.jpg"",""time"":509},{""stimulus"":""img/red_ll/11.jpg"",""time"":561}]","[]",""
"","","","choice","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","image-keyboard-response","282","265807","0.0-5.0-1.139","","179","","img/red_ll/choose11.jpg","2","86","red","0.5","0.1","0.5","l","","",""
"","","","","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","animation","283","266419","0.0-5.0-2.139","","","","","","86","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":101},{""stimulus"":""img/red_ll/3.jpg"",""time"":153},{""stimulus"":""img/red_ll/4.jpg"",""time"":203},{""stimulus"":""img/red_ll/5.jpg"",""time"":254},{""stimulus"":""img/red_ll/6.jpg"",""time"":305},{""stimulus"":""img/red_ll/7.jpg"",""time"":356},{""stimulus"":""img/red_ll/8.jpg"",""time"":407},{""stimulus"":""img/red_ll/9.jpg"",""time"":458},{""stimulus"":""img/red_ll/10.jpg"",""time"":509},{""stimulus"":""img/red_ll/11.jpg"",""time"":560}]","[]",""
"","","","choice","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","image-keyboard-response","284","266610","0.0-5.0-1.140","","189","","img/red_ll/choose11.jpg","2","85","red","0.5","0.1","0.5","w","","",""
"","","","","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","animation","285","267222","0.0-5.0-2.140","","","","","","85","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":51},{""stimulus"":""img/red_lw/2.jpg"",""time"":102},{""stimulus"":""img/red_lw/3.jpg"",""time"":153},{""stimulus"":""img/red_lw/4.jpg"",""time"":204},{""stimulus"":""img/red_lw/5.jpg"",""time"":255},{""stimulus"":""img/red_lw/6.jpg"",""time"":306},{""stimulus"":""img/red_lw/7.jpg"",""time"":357},{""stimulus"":""img/red_lw/8.jpg"",""time"":408},{""stimulus"":""img/red_lw/9.jpg"",""time"":459},{""stimulus"":""img/red_lw/10.jpg"",""time"":510},{""stimulus"":""img/red_lw/11.jpg"",""time"":561}]","[]",""
"","","","choice","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","image-keyboard-response","286","267376","0.0-5.0-1.141","","153","","img/red_lw/choose11.jpg","2","84","red","0.5","0.1","0.5","l","","",""
"","","","","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","animation","287","267989","0.0-5.0-2.141","","","","","","84","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":102},{""stimulus"":""img/red_ll/3.jpg"",""time"":153},{""stimulus"":""img/red_ll/4.jpg"",""time"":204},{""stimulus"":""img/red_ll/5.jpg"",""time"":254},{""stimulus"":""img/red_ll/6.jpg"",""time"":305},{""stimulus"":""img/red_ll/7.jpg"",""time"":356},{""stimulus"":""img/red_ll/8.jpg"",""time"":408},{""stimulus"":""img/red_ll/9.jpg"",""time"":459},{""stimulus"":""img/red_ll/10.jpg"",""time"":510},{""stimulus"":""img/red_ll/11.jpg"",""time"":561}]","[]",""
"","","","choice","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","image-keyboard-response","288","268205","0.0-5.0-1.142","","216","","img/red_ll/choose11.jpg","2","83","red","0.5","0.1","0.5","l","","",""
"","","","","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","animation","289","268811","0.0-5.0-2.142","","","","","","83","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":50},{""stimulus"":""img/red_ll/2.jpg"",""time"":101},{""stimulus"":""img/red_ll/3.jpg"",""time"":151},{""stimulus"":""img/red_ll/4.jpg"",""time"":202},{""stimulus"":""img/red_ll/5.jpg"",""time"":252},{""stimulus"":""img/red_ll/6.jpg"",""time"":303},{""stimulus"":""img/red_ll/7.jpg"",""time"":353},{""stimulus"":""img/red_ll/8.jpg"",""time"":404},{""stimulus"":""img/red_ll/9.jpg"",""time"":454},{""stimulus"":""img/red_ll/10.jpg"",""time"":505},{""stimulus"":""img/red_ll/11.jpg"",""time"":555}]","[]",""
"","","","choice","631bc422eec20143118ad66b","bdp_lott","Mon Mar 27 2023 12:38:45 GMT-0400 (Eastern Daylight Time)","341231","red","green","image-keyboard-response","290","268972","0.0-5.0-1.143","","160","","img/red_ll/choose11.jpg","1","82","green","0.5","0.1","0.1","l","","",""
