"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","view_history","rt","event","trial","time","trialtype","success","numBlurs","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"image-keyboard-response","237","374295","0.0-5.0-1.116","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","343","","","","choice","","","img/red_ll/choose11.jpg","2","109","red","0.5","0.1","0.1","l","",""
"animation","238","374909","0.0-5.0-2.116","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","109","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":50},{""stimulus"":""img/red_ll/2.jpg"",""time"":103},{""stimulus"":""img/red_ll/3.jpg"",""time"":166},{""stimulus"":""img/red_ll/4.jpg"",""time"":212},{""stimulus"":""img/red_ll/5.jpg"",""time"":258},{""stimulus"":""img/red_ll/6.jpg"",""time"":304},{""stimulus"":""img/red_ll/7.jpg"",""time"":351},{""stimulus"":""img/red_ll/8.jpg"",""time"":413},{""stimulus"":""img/red_ll/9.jpg"",""time"":459},{""stimulus"":""img/red_ll/10.jpg"",""time"":505},{""stimulus"":""img/red_ll/11.jpg"",""time"":551}]","[]"
"image-keyboard-response","239","375137","0.0-5.0-1.117","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","227","","","","choice","","","img/red_ll/choose11.jpg","1","108","green","0.5","0.1","0.5","l","",""
"animation","240","375743","0.0-5.0-2.117","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","108","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":51},{""stimulus"":""img/green_ll/2.jpg"",""time"":112},{""stimulus"":""img/green_ll/3.jpg"",""time"":159},{""stimulus"":""img/green_ll/4.jpg"",""time"":205},{""stimulus"":""img/green_ll/5.jpg"",""time"":251},{""stimulus"":""img/green_ll/6.jpg"",""time"":314},{""stimulus"":""img/green_ll/7.jpg"",""time"":360},{""stimulus"":""img/green_ll/8.jpg"",""time"":406},{""stimulus"":""img/green_ll/9.jpg"",""time"":453},{""stimulus"":""img/green_ll/10.jpg"",""time"":514},{""stimulus"":""img/green_ll/11.jpg"",""time"":560}]","[]"
"image-keyboard-response","241","376219","0.0-5.0-1.118","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","475","","","","choice","","","img/green_ll/choose11.jpg","2","107","red","0.5","0.1","0.1","w","",""
"animation","242","376827","0.0-5.0-2.118","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","107","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":113},{""stimulus"":""img/red_lw/3.jpg"",""time"":159},{""stimulus"":""img/red_lw/4.jpg"",""time"":205},{""stimulus"":""img/red_lw/5.jpg"",""time"":252},{""stimulus"":""img/red_lw/6.jpg"",""time"":313},{""stimulus"":""img/red_lw/7.jpg"",""time"":360},{""stimulus"":""img/red_lw/8.jpg"",""time"":407},{""stimulus"":""img/red_lw/9.jpg"",""time"":453},{""stimulus"":""img/red_lw/10.jpg"",""time"":515},{""stimulus"":""img/red_lw/11.jpg"",""time"":561}]","[]"
"image-keyboard-response","243","377333","0.0-5.0-1.119","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","506","","","","choice","","","img/red_lw/choose11.jpg","2","106","red","0.5","0.1","0.1","l","",""
"animation","244","377940","0.0-5.0-2.119","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","106","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":67},{""stimulus"":""img/red_ll/2.jpg"",""time"":113},{""stimulus"":""img/red_ll/3.jpg"",""time"":160},{""stimulus"":""img/red_ll/4.jpg"",""time"":206},{""stimulus"":""img/red_ll/5.jpg"",""time"":252},{""stimulus"":""img/red_ll/6.jpg"",""time"":314},{""stimulus"":""img/red_ll/7.jpg"",""time"":360},{""stimulus"":""img/red_ll/8.jpg"",""time"":407},{""stimulus"":""img/red_ll/9.jpg"",""time"":453},{""stimulus"":""img/red_ll/10.jpg"",""time"":515},{""stimulus"":""img/red_ll/11.jpg"",""time"":561}]","[]"
"image-keyboard-response","245","378343","0.0-5.0-1.120","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","402","","","","choice","","","img/red_ll/choose11.jpg","1","105","green","0.5","0.1","0.5","w","",""
"animation","246","378946","0.0-5.0-2.120","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","105","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":50},{""stimulus"":""img/green_wl/2.jpg"",""time"":107},{""stimulus"":""img/green_wl/3.jpg"",""time"":153},{""stimulus"":""img/green_wl/4.jpg"",""time"":215},{""stimulus"":""img/green_wl/5.jpg"",""time"":262},{""stimulus"":""img/green_wl/6.jpg"",""time"":308},{""stimulus"":""img/green_wl/7.jpg"",""time"":355},{""stimulus"":""img/green_wl/8.jpg"",""time"":401},{""stimulus"":""img/green_wl/9.jpg"",""time"":463},{""stimulus"":""img/green_wl/10.jpg"",""time"":509},{""stimulus"":""img/green_wl/11.jpg"",""time"":556}]","[]"
"image-keyboard-response","247","379523","0.0-5.0-1.121","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","577","","","","choice","","","img/green_wl/choose11.jpg","1","104","green","0.5","0.1","0.5","l","",""
"animation","248","380137","0.0-5.0-2.121","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","104","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":51},{""stimulus"":""img/green_ll/2.jpg"",""time"":103},{""stimulus"":""img/green_ll/3.jpg"",""time"":164},{""stimulus"":""img/green_ll/4.jpg"",""time"":210},{""stimulus"":""img/green_ll/5.jpg"",""time"":257},{""stimulus"":""img/green_ll/6.jpg"",""time"":303},{""stimulus"":""img/green_ll/7.jpg"",""time"":365},{""stimulus"":""img/green_ll/8.jpg"",""time"":412},{""stimulus"":""img/green_ll/9.jpg"",""time"":458},{""stimulus"":""img/green_ll/10.jpg"",""time"":504},{""stimulus"":""img/green_ll/11.jpg"",""time"":551}]","[]"
"image-keyboard-response","249","380619","0.0-5.0-1.122","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","482","","","","choice","","","img/green_ll/choose11.jpg","1","103","green","0.5","0.1","0.5","l","",""
"animation","250","381233","0.0-5.0-2.122","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","103","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":52},{""stimulus"":""img/green_ll/2.jpg"",""time"":104},{""stimulus"":""img/green_ll/3.jpg"",""time"":166},{""stimulus"":""img/green_ll/4.jpg"",""time"":213},{""stimulus"":""img/green_ll/5.jpg"",""time"":259},{""stimulus"":""img/green_ll/6.jpg"",""time"":305},{""stimulus"":""img/green_ll/7.jpg"",""time"":352},{""stimulus"":""img/green_ll/8.jpg"",""time"":414},{""stimulus"":""img/green_ll/9.jpg"",""time"":460},{""stimulus"":""img/green_ll/10.jpg"",""time"":507},{""stimulus"":""img/green_ll/11.jpg"",""time"":553}]","[]"
"image-keyboard-response","251","381663","0.0-5.0-1.123","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","430","","","","choice","","","img/green_ll/choose11.jpg","2","102","red","0.5","0.1","0.1","l","",""
"animation","252","382269","0.0-5.0-2.123","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","102","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":64},{""stimulus"":""img/red_ll/2.jpg"",""time"":110},{""stimulus"":""img/red_ll/3.jpg"",""time"":157},{""stimulus"":""img/red_ll/4.jpg"",""time"":203},{""stimulus"":""img/red_ll/5.jpg"",""time"":265},{""stimulus"":""img/red_ll/6.jpg"",""time"":312},{""stimulus"":""img/red_ll/7.jpg"",""time"":358},{""stimulus"":""img/red_ll/8.jpg"",""time"":405},{""stimulus"":""img/red_ll/9.jpg"",""time"":467},{""stimulus"":""img/red_ll/10.jpg"",""time"":513},{""stimulus"":""img/red_ll/11.jpg"",""time"":560}]","[]"
"image-keyboard-response","253","382603","0.0-5.0-1.124","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","334","","","","choice","","","img/red_ll/choose11.jpg","2","101","red","0.5","0.1","0.1","l","",""
"animation","254","383211","0.0-5.0-2.124","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","101","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":110},{""stimulus"":""img/red_ll/3.jpg"",""time"":160},{""stimulus"":""img/red_ll/4.jpg"",""time"":206},{""stimulus"":""img/red_ll/5.jpg"",""time"":253},{""stimulus"":""img/red_ll/6.jpg"",""time"":315},{""stimulus"":""img/red_ll/7.jpg"",""time"":363},{""stimulus"":""img/red_ll/8.jpg"",""time"":409},{""stimulus"":""img/red_ll/9.jpg"",""time"":455},{""stimulus"":""img/red_ll/10.jpg"",""time"":501},{""stimulus"":""img/red_ll/11.jpg"",""time"":562}]","[]"
"image-keyboard-response","255","383703","0.0-5.0-1.125","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","491","","","","choice","","","img/red_ll/choose11.jpg","2","100","red","0.5","0.1","0.1","l","",""
"animation","256","384310","0.0-5.0-2.125","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","100","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":112},{""stimulus"":""img/red_ll/3.jpg"",""time"":158},{""stimulus"":""img/red_ll/4.jpg"",""time"":204},{""stimulus"":""img/red_ll/5.jpg"",""time"":266},{""stimulus"":""img/red_ll/6.jpg"",""time"":313},{""stimulus"":""img/red_ll/7.jpg"",""time"":359},{""stimulus"":""img/red_ll/8.jpg"",""time"":406},{""stimulus"":""img/red_ll/9.jpg"",""time"":452},{""stimulus"":""img/red_ll/10.jpg"",""time"":514},{""stimulus"":""img/red_ll/11.jpg"",""time"":561}]","[]"
"image-keyboard-response","257","384623","0.0-5.0-1.126","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","313","","","","choice","","","img/red_ll/choose11.jpg","2","99","red","0.5","0.1","0.1","l","",""
"animation","258","385237","0.0-5.0-2.126","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","99","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":103},{""stimulus"":""img/red_ll/3.jpg"",""time"":165},{""stimulus"":""img/red_ll/4.jpg"",""time"":212},{""stimulus"":""img/red_ll/5.jpg"",""time"":258},{""stimulus"":""img/red_ll/6.jpg"",""time"":305},{""stimulus"":""img/red_ll/7.jpg"",""time"":352},{""stimulus"":""img/red_ll/8.jpg"",""time"":412},{""stimulus"":""img/red_ll/9.jpg"",""time"":458},{""stimulus"":""img/red_ll/10.jpg"",""time"":505},{""stimulus"":""img/red_ll/11.jpg"",""time"":551}]","[]"
"image-keyboard-response","259","385549","0.0-5.0-1.127","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","311","","","","choice","","","img/red_ll/choose11.jpg","1","98","green","0.5","0.1","0.5","w","",""
"animation","260","386165","0.0-5.0-2.127","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","98","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":51},{""stimulus"":""img/green_wl/2.jpg"",""time"":106},{""stimulus"":""img/green_wl/3.jpg"",""time"":152},{""stimulus"":""img/green_wl/4.jpg"",""time"":213},{""stimulus"":""img/green_wl/5.jpg"",""time"":260},{""stimulus"":""img/green_wl/6.jpg"",""time"":306},{""stimulus"":""img/green_wl/7.jpg"",""time"":352},{""stimulus"":""img/green_wl/8.jpg"",""time"":414},{""stimulus"":""img/green_wl/9.jpg"",""time"":460},{""stimulus"":""img/green_wl/10.jpg"",""time"":507},{""stimulus"":""img/green_wl/11.jpg"",""time"":554}]","[]"
"image-keyboard-response","261","386692","0.0-5.0-1.128","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","527","","","","choice","","","img/green_wl/choose11.jpg","1","97","green","0.5","0.1","0.5","w","",""
"animation","262","387309","0.0-5.0-2.128","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","97","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":51},{""stimulus"":""img/green_wl/2.jpg"",""time"":106},{""stimulus"":""img/green_wl/3.jpg"",""time"":152},{""stimulus"":""img/green_wl/4.jpg"",""time"":214},{""stimulus"":""img/green_wl/5.jpg"",""time"":260},{""stimulus"":""img/green_wl/6.jpg"",""time"":307},{""stimulus"":""img/green_wl/7.jpg"",""time"":353},{""stimulus"":""img/green_wl/8.jpg"",""time"":416},{""stimulus"":""img/green_wl/9.jpg"",""time"":462},{""stimulus"":""img/green_wl/10.jpg"",""time"":508},{""stimulus"":""img/green_wl/11.jpg"",""time"":554}]","[]"
"image-keyboard-response","263","387750","0.0-5.0-1.129","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","441","","","","choice","","","img/green_wl/choose11.jpg","1","96","green","0.5","0.1","0.5","l","",""
"animation","264","388360","0.0-5.0-2.129","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","96","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":50},{""stimulus"":""img/green_ll/2.jpg"",""time"":114},{""stimulus"":""img/green_ll/3.jpg"",""time"":161},{""stimulus"":""img/green_ll/4.jpg"",""time"":208},{""stimulus"":""img/green_ll/5.jpg"",""time"":253},{""stimulus"":""img/green_ll/6.jpg"",""time"":315},{""stimulus"":""img/green_ll/7.jpg"",""time"":361},{""stimulus"":""img/green_ll/8.jpg"",""time"":408},{""stimulus"":""img/green_ll/9.jpg"",""time"":454},{""stimulus"":""img/green_ll/10.jpg"",""time"":501},{""stimulus"":""img/green_ll/11.jpg"",""time"":563}]","[]"
"image-keyboard-response","265","389020","0.0-5.0-1.130","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","660","","","","choice","","","img/green_ll/choose11.jpg","1","95","green","0.5","0.1","0.5","l","",""
"animation","266","389627","0.0-5.0-2.130","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","95","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":51},{""stimulus"":""img/green_ll/2.jpg"",""time"":113},{""stimulus"":""img/green_ll/3.jpg"",""time"":159},{""stimulus"":""img/green_ll/4.jpg"",""time"":206},{""stimulus"":""img/green_ll/5.jpg"",""time"":252},{""stimulus"":""img/green_ll/6.jpg"",""time"":314},{""stimulus"":""img/green_ll/7.jpg"",""time"":360},{""stimulus"":""img/green_ll/8.jpg"",""time"":407},{""stimulus"":""img/green_ll/9.jpg"",""time"":453},{""stimulus"":""img/green_ll/10.jpg"",""time"":515},{""stimulus"":""img/green_ll/11.jpg"",""time"":561}]","[]"
"image-keyboard-response","267","390093","0.0-5.0-1.131","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","466","","","","choice","","","img/green_ll/choose11.jpg","2","94","red","0.5","0.1","0.1","l","",""
"animation","268","390707","0.0-5.0-2.131","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","94","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":104},{""stimulus"":""img/red_ll/3.jpg"",""time"":166},{""stimulus"":""img/red_ll/4.jpg"",""time"":212},{""stimulus"":""img/red_ll/5.jpg"",""time"":259},{""stimulus"":""img/red_ll/6.jpg"",""time"":305},{""stimulus"":""img/red_ll/7.jpg"",""time"":352},{""stimulus"":""img/red_ll/8.jpg"",""time"":413},{""stimulus"":""img/red_ll/9.jpg"",""time"":460},{""stimulus"":""img/red_ll/10.jpg"",""time"":506},{""stimulus"":""img/red_ll/11.jpg"",""time"":552}]","[]"
"image-keyboard-response","269","390990","0.0-5.0-1.132","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","283","","","","choice","","","img/red_ll/choose11.jpg","2","93","red","0.5","0.1","0.1","l","",""
"animation","270","391592","0.0-5.0-2.132","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","93","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":102},{""stimulus"":""img/red_ll/3.jpg"",""time"":164},{""stimulus"":""img/red_ll/4.jpg"",""time"":211},{""stimulus"":""img/red_ll/5.jpg"",""time"":251},{""stimulus"":""img/red_ll/6.jpg"",""time"":301},{""stimulus"":""img/red_ll/7.jpg"",""time"":351},{""stimulus"":""img/red_ll/8.jpg"",""time"":401},{""stimulus"":""img/red_ll/9.jpg"",""time"":451},{""stimulus"":""img/red_ll/10.jpg"",""time"":501},{""stimulus"":""img/red_ll/11.jpg"",""time"":551}]","[]"
"image-keyboard-response","271","391836","0.0-5.0-1.133","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","244","","","","choice","","","img/red_ll/choose11.jpg","1","92","green","0.5","0.1","0.5","l","",""
"animation","272","392452","0.0-5.0-2.133","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","92","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":50},{""stimulus"":""img/green_ll/2.jpg"",""time"":106},{""stimulus"":""img/green_ll/3.jpg"",""time"":152},{""stimulus"":""img/green_ll/4.jpg"",""time"":213},{""stimulus"":""img/green_ll/5.jpg"",""time"":260},{""stimulus"":""img/green_ll/6.jpg"",""time"":306},{""stimulus"":""img/green_ll/7.jpg"",""time"":352},{""stimulus"":""img/green_ll/8.jpg"",""time"":415},{""stimulus"":""img/green_ll/9.jpg"",""time"":460},{""stimulus"":""img/green_ll/10.jpg"",""time"":507},{""stimulus"":""img/green_ll/11.jpg"",""time"":553}]","[]"
"image-keyboard-response","273","392906","0.0-5.0-1.134","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","454","","","","choice","","","img/green_ll/choose11.jpg","1","91","green","0.5","0.1","0.5","l","",""
"animation","274","393519","0.0-5.0-2.134","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","91","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":55},{""stimulus"":""img/green_ll/2.jpg"",""time"":102},{""stimulus"":""img/green_ll/3.jpg"",""time"":163},{""stimulus"":""img/green_ll/4.jpg"",""time"":210},{""stimulus"":""img/green_ll/5.jpg"",""time"":256},{""stimulus"":""img/green_ll/6.jpg"",""time"":303},{""stimulus"":""img/green_ll/7.jpg"",""time"":365},{""stimulus"":""img/green_ll/8.jpg"",""time"":411},{""stimulus"":""img/green_ll/9.jpg"",""time"":457},{""stimulus"":""img/green_ll/10.jpg"",""time"":504},{""stimulus"":""img/green_ll/11.jpg"",""time"":550}]","[]"
"image-keyboard-response","275","393912","0.0-5.0-1.135","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","392","","","","choice","","","img/green_ll/choose11.jpg","2","90","red","0.5","0.1","0.1","l","",""
"animation","276","394523","0.0-5.0-2.135","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","90","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":100},{""stimulus"":""img/red_ll/3.jpg"",""time"":163},{""stimulus"":""img/red_ll/4.jpg"",""time"":209},{""stimulus"":""img/red_ll/5.jpg"",""time"":255},{""stimulus"":""img/red_ll/6.jpg"",""time"":301},{""stimulus"":""img/red_ll/7.jpg"",""time"":363},{""stimulus"":""img/red_ll/8.jpg"",""time"":410},{""stimulus"":""img/red_ll/9.jpg"",""time"":456},{""stimulus"":""img/red_ll/10.jpg"",""time"":502},{""stimulus"":""img/red_ll/11.jpg"",""time"":564}]","[]"
"image-keyboard-response","277","394778","0.0-5.0-1.136","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","254","","","","choice","","","img/red_ll/choose11.jpg","2","89","red","0.5","0.1","0.1","l","",""
"animation","278","395386","0.0-5.0-2.136","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","89","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":54},{""stimulus"":""img/red_ll/2.jpg"",""time"":107},{""stimulus"":""img/red_ll/3.jpg"",""time"":161},{""stimulus"":""img/red_ll/4.jpg"",""time"":207},{""stimulus"":""img/red_ll/5.jpg"",""time"":254},{""stimulus"":""img/red_ll/6.jpg"",""time"":315},{""stimulus"":""img/red_ll/7.jpg"",""time"":361},{""stimulus"":""img/red_ll/8.jpg"",""time"":408},{""stimulus"":""img/red_ll/9.jpg"",""time"":454},{""stimulus"":""img/red_ll/10.jpg"",""time"":515},{""stimulus"":""img/red_ll/11.jpg"",""time"":561}]","[]"
"image-keyboard-response","279","395670","0.0-5.0-1.137","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","284","","","","choice","","","img/red_ll/choose11.jpg","1","88","green","0.5","0.1","0.5","l","",""
"animation","280","396278","0.0-5.0-2.137","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","88","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":50},{""stimulus"":""img/green_ll/2.jpg"",""time"":108},{""stimulus"":""img/green_ll/3.jpg"",""time"":161},{""stimulus"":""img/green_ll/4.jpg"",""time"":207},{""stimulus"":""img/green_ll/5.jpg"",""time"":253},{""stimulus"":""img/green_ll/6.jpg"",""time"":315},{""stimulus"":""img/green_ll/7.jpg"",""time"":361},{""stimulus"":""img/green_ll/8.jpg"",""time"":407},{""stimulus"":""img/green_ll/9.jpg"",""time"":454},{""stimulus"":""img/green_ll/10.jpg"",""time"":515},{""stimulus"":""img/green_ll/11.jpg"",""time"":561}]","[]"
"image-keyboard-response","281","396716","0.0-5.0-1.138","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","437","","","","choice","","","img/green_ll/choose11.jpg","1","87","green","0.5","0.1","0.5","w","",""
"animation","282","397327","0.0-5.0-2.138","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","","","","","","","","","","87","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":50},{""stimulus"":""img/green_wl/2.jpg"",""time"":102},{""stimulus"":""img/green_wl/3.jpg"",""time"":164},{""stimulus"":""img/green_wl/4.jpg"",""time"":211},{""stimulus"":""img/green_wl/5.jpg"",""time"":257},{""stimulus"":""img/green_wl/6.jpg"",""time"":303},{""stimulus"":""img/green_wl/7.jpg"",""time"":365},{""stimulus"":""img/green_wl/8.jpg"",""time"":411},{""stimulus"":""img/green_wl/9.jpg"",""time"":456},{""stimulus"":""img/green_wl/10.jpg"",""time"":503},{""stimulus"":""img/green_wl/11.jpg"",""time"":564}]","[]"
"image-keyboard-response","283","397590","0.0-5.0-1.139","63ee59dc6e5fbabca14d3d16","bdp_lott","Tue Mar 28 2023 21:22:48 GMT-0400 (Eastern Daylight Time)","484397","green","red","","262","","","","choice","","","img/green_wl/choose11.jpg","2","86","red","0.5","0.1","0.1","l","",""
