"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","numBlurs","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","210","264252","0.0-5.0-2.102","","","","","","123","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":53},{""stimulus"":""img/green_wl/2.jpg"",""time"":115},{""stimulus"":""img/green_wl/3.jpg"",""time"":162},{""stimulus"":""img/green_wl/4.jpg"",""time"":213},{""stimulus"":""img/green_wl/5.jpg"",""time"":259},{""stimulus"":""img/green_wl/6.jpg"",""time"":310},{""stimulus"":""img/green_wl/7.jpg"",""time"":356},{""stimulus"":""img/green_wl/8.jpg"",""time"":408},{""stimulus"":""img/green_wl/9.jpg"",""time"":462},{""stimulus"":""img/green_wl/10.jpg"",""time"":511},{""stimulus"":""img/green_wl/11.jpg"",""time"":559}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","211","264945","0.0-5.0-1.103","","692","","img/green_wl/choose11.jpg","2","122","red","0.5","0.1","0.1","l","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","212","265555","0.0-5.0-2.103","","","","","","122","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":57},{""stimulus"":""img/red_wl/2.jpg"",""time"":105},{""stimulus"":""img/red_wl/3.jpg"",""time"":152},{""stimulus"":""img/red_wl/4.jpg"",""time"":203},{""stimulus"":""img/red_wl/5.jpg"",""time"":265},{""stimulus"":""img/red_wl/6.jpg"",""time"":312},{""stimulus"":""img/red_wl/7.jpg"",""time"":363},{""stimulus"":""img/red_wl/8.jpg"",""time"":411},{""stimulus"":""img/red_wl/9.jpg"",""time"":459},{""stimulus"":""img/red_wl/10.jpg"",""time"":501},{""stimulus"":""img/red_wl/11.jpg"",""time"":565}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","213","265955","0.0-5.0-1.104","","399","","img/red_wl/choose11.jpg","1","121","green","0.5","0.1","0.5","l","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","214","266564","0.0-5.0-2.104","","","","","","121","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":58},{""stimulus"":""img/green_ll/2.jpg"",""time"":109},{""stimulus"":""img/green_ll/3.jpg"",""time"":156},{""stimulus"":""img/green_ll/4.jpg"",""time"":207},{""stimulus"":""img/green_ll/5.jpg"",""time"":255},{""stimulus"":""img/green_ll/6.jpg"",""time"":302},{""stimulus"":""img/green_ll/7.jpg"",""time"":352},{""stimulus"":""img/green_ll/8.jpg"",""time"":414},{""stimulus"":""img/green_ll/9.jpg"",""time"":463},{""stimulus"":""img/green_ll/10.jpg"",""time"":512},{""stimulus"":""img/green_ll/11.jpg"",""time"":560}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","215","267368","0.0-5.0-1.105","","804","","img/green_ll/choose11.jpg","2","120","red","0.5","0.1","0.1","l","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","216","267974","0.0-5.0-2.105","","","","","","120","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":57},{""stimulus"":""img/red_ll/2.jpg"",""time"":104},{""stimulus"":""img/red_ll/3.jpg"",""time"":154},{""stimulus"":""img/red_ll/4.jpg"",""time"":203},{""stimulus"":""img/red_ll/5.jpg"",""time"":252},{""stimulus"":""img/red_ll/6.jpg"",""time"":316},{""stimulus"":""img/red_ll/7.jpg"",""time"":361},{""stimulus"":""img/red_ll/8.jpg"",""time"":411},{""stimulus"":""img/red_ll/9.jpg"",""time"":459},{""stimulus"":""img/red_ll/10.jpg"",""time"":509},{""stimulus"":""img/red_ll/11.jpg"",""time"":555}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","217","268835","0.0-5.0-1.106","","861","","img/red_ll/choose11.jpg","1","119","green","0.5","0.1","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","218","269445","0.0-5.0-2.106","","","","","","119","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":60},{""stimulus"":""img/green_wl/2.jpg"",""time"":112},{""stimulus"":""img/green_wl/3.jpg"",""time"":158},{""stimulus"":""img/green_wl/4.jpg"",""time"":208},{""stimulus"":""img/green_wl/5.jpg"",""time"":256},{""stimulus"":""img/green_wl/6.jpg"",""time"":304},{""stimulus"":""img/green_wl/7.jpg"",""time"":353},{""stimulus"":""img/green_wl/8.jpg"",""time"":402},{""stimulus"":""img/green_wl/9.jpg"",""time"":451},{""stimulus"":""img/green_wl/10.jpg"",""time"":515},{""stimulus"":""img/green_wl/11.jpg"",""time"":560}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","219","270368","0.0-5.0-1.107","","922","","img/green_wl/choose11.jpg","2","118","red","0.5","0.1","0.1","l","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","220","270980","0.0-5.0-2.107","","","","","","118","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":64},{""stimulus"":""img/red_wl/2.jpg"",""time"":112},{""stimulus"":""img/red_wl/3.jpg"",""time"":160},{""stimulus"":""img/red_wl/4.jpg"",""time"":209},{""stimulus"":""img/red_wl/5.jpg"",""time"":256},{""stimulus"":""img/red_wl/6.jpg"",""time"":306},{""stimulus"":""img/red_wl/7.jpg"",""time"":355},{""stimulus"":""img/red_wl/8.jpg"",""time"":402},{""stimulus"":""img/red_wl/9.jpg"",""time"":453},{""stimulus"":""img/red_wl/10.jpg"",""time"":515},{""stimulus"":""img/red_wl/11.jpg"",""time"":562}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","221","271352","0.0-5.0-1.108","","371","","img/red_wl/choose11.jpg","1","117","green","0.5","0.1","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","222","271964","0.0-5.0-2.108","","","","","","117","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":52},{""stimulus"":""img/green_wl/2.jpg"",""time"":114},{""stimulus"":""img/green_wl/3.jpg"",""time"":161},{""stimulus"":""img/green_wl/4.jpg"",""time"":212},{""stimulus"":""img/green_wl/5.jpg"",""time"":258},{""stimulus"":""img/green_wl/6.jpg"",""time"":308},{""stimulus"":""img/green_wl/7.jpg"",""time"":355},{""stimulus"":""img/green_wl/8.jpg"",""time"":406},{""stimulus"":""img/green_wl/9.jpg"",""time"":452},{""stimulus"":""img/green_wl/10.jpg"",""time"":503},{""stimulus"":""img/green_wl/11.jpg"",""time"":565}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","223","272556","0.0-5.0-1.109","","591","","img/green_wl/choose11.jpg","1","116","green","0.5","0.1","0.5","l","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","224","273158","0.0-5.0-2.109","","","","","","116","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":52},{""stimulus"":""img/green_ll/2.jpg"",""time"":104},{""stimulus"":""img/green_ll/3.jpg"",""time"":151},{""stimulus"":""img/green_ll/4.jpg"",""time"":202},{""stimulus"":""img/green_ll/5.jpg"",""time"":264},{""stimulus"":""img/green_ll/6.jpg"",""time"":311},{""stimulus"":""img/green_ll/7.jpg"",""time"":362},{""stimulus"":""img/green_ll/8.jpg"",""time"":408},{""stimulus"":""img/green_ll/9.jpg"",""time"":457},{""stimulus"":""img/green_ll/10.jpg"",""time"":507},{""stimulus"":""img/green_ll/11.jpg"",""time"":556}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","225","273828","0.0-5.0-1.110","","669","","img/green_ll/choose11.jpg","2","115","red","0.5","0.1","0.1","l","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","226","274438","0.0-5.0-2.110","","","","","","115","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":54},{""stimulus"":""img/red_ll/2.jpg"",""time"":104},{""stimulus"":""img/red_ll/3.jpg"",""time"":156},{""stimulus"":""img/red_ll/4.jpg"",""time"":208},{""stimulus"":""img/red_ll/5.jpg"",""time"":254},{""stimulus"":""img/red_ll/6.jpg"",""time"":305},{""stimulus"":""img/red_ll/7.jpg"",""time"":351},{""stimulus"":""img/red_ll/8.jpg"",""time"":401},{""stimulus"":""img/red_ll/9.jpg"",""time"":464},{""stimulus"":""img/red_ll/10.jpg"",""time"":512},{""stimulus"":""img/red_ll/11.jpg"",""time"":559}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","227","274896","0.0-5.0-1.111","","458","","img/red_ll/choose11.jpg","1","114","green","0.5","0.1","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","228","275500","0.0-5.0-2.111","","","","","","114","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":57},{""stimulus"":""img/green_wl/2.jpg"",""time"":109},{""stimulus"":""img/green_wl/3.jpg"",""time"":161},{""stimulus"":""img/green_wl/4.jpg"",""time"":206},{""stimulus"":""img/green_wl/5.jpg"",""time"":258},{""stimulus"":""img/green_wl/6.jpg"",""time"":311},{""stimulus"":""img/green_wl/7.jpg"",""time"":361},{""stimulus"":""img/green_wl/8.jpg"",""time"":408},{""stimulus"":""img/green_wl/9.jpg"",""time"":458},{""stimulus"":""img/green_wl/10.jpg"",""time"":505},{""stimulus"":""img/green_wl/11.jpg"",""time"":555}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","229","276490","0.0-5.0-1.112","","990","","img/green_wl/choose11.jpg","1","113","green","0.5","0.1","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","230","277095","0.0-5.0-2.112","","","","","","113","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":58},{""stimulus"":""img/green_wl/2.jpg"",""time"":107},{""stimulus"":""img/green_wl/3.jpg"",""time"":155},{""stimulus"":""img/green_wl/4.jpg"",""time"":204},{""stimulus"":""img/green_wl/5.jpg"",""time"":252},{""stimulus"":""img/green_wl/6.jpg"",""time"":301},{""stimulus"":""img/green_wl/7.jpg"",""time"":365},{""stimulus"":""img/green_wl/8.jpg"",""time"":411},{""stimulus"":""img/green_wl/9.jpg"",""time"":462},{""stimulus"":""img/green_wl/10.jpg"",""time"":508},{""stimulus"":""img/green_wl/11.jpg"",""time"":559}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","231","277758","0.0-5.0-1.113","","661","","img/green_wl/choose11.jpg","1","112","green","0.5","0.1","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","232","278367","0.0-5.0-2.113","","","","","","112","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":59},{""stimulus"":""img/green_wl/2.jpg"",""time"":110},{""stimulus"":""img/green_wl/3.jpg"",""time"":156},{""stimulus"":""img/green_wl/4.jpg"",""time"":207},{""stimulus"":""img/green_wl/5.jpg"",""time"":253},{""stimulus"":""img/green_wl/6.jpg"",""time"":304},{""stimulus"":""img/green_wl/7.jpg"",""time"":352},{""stimulus"":""img/green_wl/8.jpg"",""time"":401},{""stimulus"":""img/green_wl/9.jpg"",""time"":464},{""stimulus"":""img/green_wl/10.jpg"",""time"":511},{""stimulus"":""img/green_wl/11.jpg"",""time"":561}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","233","279087","0.0-5.0-1.114","","720","","img/green_wl/choose11.jpg","1","111","green","0.5","0.1","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","234","279689","0.0-5.0-2.114","","","","","","111","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":63},{""stimulus"":""img/green_wl/2.jpg"",""time"":114},{""stimulus"":""img/green_wl/3.jpg"",""time"":159},{""stimulus"":""img/green_wl/4.jpg"",""time"":210},{""stimulus"":""img/green_wl/5.jpg"",""time"":258},{""stimulus"":""img/green_wl/6.jpg"",""time"":307},{""stimulus"":""img/green_wl/7.jpg"",""time"":355},{""stimulus"":""img/green_wl/8.jpg"",""time"":403},{""stimulus"":""img/green_wl/9.jpg"",""time"":453},{""stimulus"":""img/green_wl/10.jpg"",""time"":501},{""stimulus"":""img/green_wl/11.jpg"",""time"":576}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","235","280385","0.0-5.0-1.115","","696","","img/green_wl/choose11.jpg","1","110","green","0.5","0.1","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","236","280997","0.0-5.0-2.115","","","","","","110","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":60},{""stimulus"":""img/green_wl/2.jpg"",""time"":114},{""stimulus"":""img/green_wl/3.jpg"",""time"":160},{""stimulus"":""img/green_wl/4.jpg"",""time"":212},{""stimulus"":""img/green_wl/5.jpg"",""time"":258},{""stimulus"":""img/green_wl/6.jpg"",""time"":308},{""stimulus"":""img/green_wl/7.jpg"",""time"":355},{""stimulus"":""img/green_wl/8.jpg"",""time"":406},{""stimulus"":""img/green_wl/9.jpg"",""time"":453},{""stimulus"":""img/green_wl/10.jpg"",""time"":503},{""stimulus"":""img/green_wl/11.jpg"",""time"":566}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","237","281553","0.0-5.0-1.116","","556","","img/green_wl/choose11.jpg","1","109","green","0.5","0.1","0.5","l","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","238","282165","0.0-5.0-2.116","","","","","","109","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":57},{""stimulus"":""img/green_ll/2.jpg"",""time"":105},{""stimulus"":""img/green_ll/3.jpg"",""time"":153},{""stimulus"":""img/green_ll/4.jpg"",""time"":202},{""stimulus"":""img/green_ll/5.jpg"",""time"":252},{""stimulus"":""img/green_ll/6.jpg"",""time"":314},{""stimulus"":""img/green_ll/7.jpg"",""time"":354},{""stimulus"":""img/green_ll/8.jpg"",""time"":404},{""stimulus"":""img/green_ll/9.jpg"",""time"":466},{""stimulus"":""img/green_ll/10.jpg"",""time"":516},{""stimulus"":""img/green_ll/11.jpg"",""time"":562}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","239","282724","0.0-5.0-1.117","","557","","img/green_ll/choose11.jpg","2","108","red","0.5","0.1","0.1","l","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","240","283331","0.0-5.0-2.117","","","","","","108","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":102},{""stimulus"":""img/red_ll/3.jpg"",""time"":157},{""stimulus"":""img/red_ll/4.jpg"",""time"":205},{""stimulus"":""img/red_ll/5.jpg"",""time"":252},{""stimulus"":""img/red_ll/6.jpg"",""time"":302},{""stimulus"":""img/red_ll/7.jpg"",""time"":351},{""stimulus"":""img/red_ll/8.jpg"",""time"":414},{""stimulus"":""img/red_ll/9.jpg"",""time"":460},{""stimulus"":""img/red_ll/10.jpg"",""time"":511},{""stimulus"":""img/red_ll/11.jpg"",""time"":558}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","241","283594","0.0-5.0-1.118","","262","","img/red_ll/choose11.jpg","2","107","red","0.5","0.1","0.1","l","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","242","284205","0.0-5.0-2.118","","","","","","107","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":59},{""stimulus"":""img/red_ll/2.jpg"",""time"":111},{""stimulus"":""img/red_ll/3.jpg"",""time"":159},{""stimulus"":""img/red_ll/4.jpg"",""time"":209},{""stimulus"":""img/red_ll/5.jpg"",""time"":256},{""stimulus"":""img/red_ll/6.jpg"",""time"":306},{""stimulus"":""img/red_ll/7.jpg"",""time"":355},{""stimulus"":""img/red_ll/8.jpg"",""time"":403},{""stimulus"":""img/red_ll/9.jpg"",""time"":452},{""stimulus"":""img/red_ll/10.jpg"",""time"":500},{""stimulus"":""img/red_ll/11.jpg"",""time"":565}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","243","284426","0.0-5.0-1.119","","221","","img/red_ll/choose11.jpg","2","106","red","0.5","0.1","0.1","l","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","244","285037","0.0-5.0-2.119","","","","","","106","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":64},{""stimulus"":""img/red_ll/2.jpg"",""time"":114},{""stimulus"":""img/red_ll/3.jpg"",""time"":161},{""stimulus"":""img/red_ll/4.jpg"",""time"":212},{""stimulus"":""img/red_ll/5.jpg"",""time"":258},{""stimulus"":""img/red_ll/6.jpg"",""time"":308},{""stimulus"":""img/red_ll/7.jpg"",""time"":355},{""stimulus"":""img/red_ll/8.jpg"",""time"":406},{""stimulus"":""img/red_ll/9.jpg"",""time"":452},{""stimulus"":""img/red_ll/10.jpg"",""time"":503},{""stimulus"":""img/red_ll/11.jpg"",""time"":565}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","245","285358","0.0-5.0-1.120","","320","","img/red_ll/choose11.jpg","1","105","green","0.5","0.1","0.5","l","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","246","285968","0.0-5.0-2.120","","","","","","105","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":60},{""stimulus"":""img/green_ll/2.jpg"",""time"":112},{""stimulus"":""img/green_ll/3.jpg"",""time"":159},{""stimulus"":""img/green_ll/4.jpg"",""time"":209},{""stimulus"":""img/green_ll/5.jpg"",""time"":258},{""stimulus"":""img/green_ll/6.jpg"",""time"":305},{""stimulus"":""img/green_ll/7.jpg"",""time"":356},{""stimulus"":""img/green_ll/8.jpg"",""time"":402},{""stimulus"":""img/green_ll/9.jpg"",""time"":453},{""stimulus"":""img/green_ll/10.jpg"",""time"":501},{""stimulus"":""img/green_ll/11.jpg"",""time"":565}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","247","286566","0.0-5.0-1.121","","596","","img/green_ll/choose11.jpg","1","104","green","0.5","0.1","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","248","287177","0.0-5.0-2.121","","","","","","104","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":63},{""stimulus"":""img/green_wl/2.jpg"",""time"":112},{""stimulus"":""img/green_wl/3.jpg"",""time"":161},{""stimulus"":""img/green_wl/4.jpg"",""time"":207},{""stimulus"":""img/green_wl/5.jpg"",""time"":259},{""stimulus"":""img/green_wl/6.jpg"",""time"":305},{""stimulus"":""img/green_wl/7.jpg"",""time"":355},{""stimulus"":""img/green_wl/8.jpg"",""time"":403},{""stimulus"":""img/green_wl/9.jpg"",""time"":452},{""stimulus"":""img/green_wl/10.jpg"",""time"":501},{""stimulus"":""img/green_wl/11.jpg"",""time"":565}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","249","288808","0.0-5.0-1.122","","1631","","img/green_wl/choose11.jpg","2","103","red","0.5","0.1","0.1","l","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","250","289412","0.0-5.0-2.122","","","","","","103","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":60},{""stimulus"":""img/red_wl/2.jpg"",""time"":113},{""stimulus"":""img/red_wl/3.jpg"",""time"":160},{""stimulus"":""img/red_wl/4.jpg"",""time"":211},{""stimulus"":""img/red_wl/5.jpg"",""time"":257},{""stimulus"":""img/red_wl/6.jpg"",""time"":308},{""stimulus"":""img/red_wl/7.jpg"",""time"":363},{""stimulus"":""img/red_wl/8.jpg"",""time"":410},{""stimulus"":""img/red_wl/9.jpg"",""time"":460},{""stimulus"":""img/red_wl/10.jpg"",""time"":507},{""stimulus"":""img/red_wl/11.jpg"",""time"":557}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","251","289895","0.0-5.0-1.123","","481","","img/red_wl/choose11.jpg","1","102","green","0.5","0.1","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","252","290504","0.0-5.0-2.123","","","","","","102","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":52},{""stimulus"":""img/green_wl/2.jpg"",""time"":103},{""stimulus"":""img/green_wl/3.jpg"",""time"":158},{""stimulus"":""img/green_wl/4.jpg"",""time"":204},{""stimulus"":""img/green_wl/5.jpg"",""time"":255},{""stimulus"":""img/green_wl/6.jpg"",""time"":302},{""stimulus"":""img/green_wl/7.jpg"",""time"":352},{""stimulus"":""img/green_wl/8.jpg"",""time"":414},{""stimulus"":""img/green_wl/9.jpg"",""time"":463},{""stimulus"":""img/green_wl/10.jpg"",""time"":512},{""stimulus"":""img/green_wl/11.jpg"",""time"":560}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","253","291017","0.0-5.0-1.124","","513","","img/green_wl/choose11.jpg","1","101","green","0.5","0.1","0.5","l","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","254","291628","0.0-5.0-2.124","","","","","","101","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":50},{""stimulus"":""img/green_ll/2.jpg"",""time"":103},{""stimulus"":""img/green_ll/3.jpg"",""time"":152},{""stimulus"":""img/green_ll/4.jpg"",""time"":216},{""stimulus"":""img/green_ll/5.jpg"",""time"":262},{""stimulus"":""img/green_ll/6.jpg"",""time"":313},{""stimulus"":""img/green_ll/7.jpg"",""time"":359},{""stimulus"":""img/green_ll/8.jpg"",""time"":410},{""stimulus"":""img/green_ll/9.jpg"",""time"":462},{""stimulus"":""img/green_ll/10.jpg"",""time"":514},{""stimulus"":""img/green_ll/11.jpg"",""time"":562}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","255","292275","0.0-5.0-1.125","","646","","img/green_ll/choose11.jpg","2","100","red","0.5","0.1","0.1","l","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","256","292885","0.0-5.0-2.125","","","","","","100","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":58},{""stimulus"":""img/red_ll/2.jpg"",""time"":110},{""stimulus"":""img/red_ll/3.jpg"",""time"":158},{""stimulus"":""img/red_ll/4.jpg"",""time"":208},{""stimulus"":""img/red_ll/5.jpg"",""time"":255},{""stimulus"":""img/red_ll/6.jpg"",""time"":305},{""stimulus"":""img/red_ll/7.jpg"",""time"":352},{""stimulus"":""img/red_ll/8.jpg"",""time"":416},{""stimulus"":""img/red_ll/9.jpg"",""time"":464},{""stimulus"":""img/red_ll/10.jpg"",""time"":513},{""stimulus"":""img/red_ll/11.jpg"",""time"":562}]","[]"
